DATE,PRECIPITATION,MAX_TEMP,MIN_TEMP,AVG_WIND_SPEED,FIRE_START_DAY,YEAR,TEMP_RANGE,WIND_TEMP_RATIO,MONTH,SEASON,LAGGED_PRECIPITATION,LAGGED_AVG_WIND_SPEED,DAY_OF_YEAR
1/23/84,0,66,45,5.59,FALSE,1984,21,0.08469697,1,Winter,0,5.687142857142858,23
1/24/84,0,70,48,4.25,FALSE,1984,22,0.060714285714285714,1,Winter,0,5.4957142857142856,24
1/25/84,0,74,51,6.04,FALSE,1984,23,0.081621622,1,Winter,0,5.5600000000000005,25
1/26/84,0,73,48,13.65,FALSE,1984,25,0.18698630136986302,1,Winter,0,6.807142857142858,26
1/27/84,0,79,57,8.5,TRUE,1984,22,0.10759493670886076,1,Winter,0,7.222857142857143,27
1/28/84,0,76,50,5.59,FALSE,1984,26,0.073552632,1,Winter,0,7.1899999999999995,28
1/29/84,0,78,51,5.59,FALSE,1984,27,0.071666667,1,Winter,0,7.030000000000001,29
1/30/84,0,78,54,5.82,FALSE,1984,24,0.074615385,1,Winter,0,7.062857142857142,30
1/31/84,0,73,54,5.14,FALSE,1984,19,0.070410959,1,Winter,0,7.1899999999999995,31
2/1/84,0,62,53,7.61,FALSE,1984,9,0.12274193548387097,2,Winter,0,7.4142857142857155,32
2/2/84,0,62,51,6.71,FALSE,1984,11,0.10822580645161291,2,Winter,0,6.422857142857142,33
2/3/84,0,72,52,5.82,FALSE,1984,20,0.080833333,2,Winter,0,6.039999999999999,34
2/4/84,0,67,53,6.49,FALSE,1984,14,0.096865672,2,Winter,0,6.168571428571428,35
2/5/84,0,65,48,7.16,FALSE,1984,17,0.11015384615384616,2,Winter,0,6.392857142857144,36
2/6/84,0,73,49,5.37,FALSE,1984,24,0.073561644,2,Winter,0,6.328571428571429,37
2/7/84,0,75,49,5.82,FALSE,1984,26,0.0776,2,Winter,0,6.425714285714286,38
2/8/84,0,68,48,5.37,FALSE,1984,20,0.078970588,2,Winter,0,6.105714285714286,39
2/9/84,0,62,52,6.71,FALSE,1984,10,0.10822580645161291,2,Winter,0,6.105714285714286,40
2/10/84,0.01,65,51,11.18,FALSE,1984,14,0.172,2,Winter,0.01,6.871428571428572,41
2/11/84,0,65,49,7.61,FALSE,1984,16,0.11707692307692308,2,Winter,0.01,7.031428571428571,42
2/12/84,0,67,48,5.59,FALSE,1984,19,0.083432836,2,Winter,0.01,6.807142857142857,43
2/13/84,0,66,50,7.61,FALSE,1984,16,0.11530303030303031,2,Winter,0.01,7.127142857142857,44
2/14/84,0,65,53,10.74,FALSE,1984,12,0.16523076923076924,2,Winter,0.01,7.83,45
2/15/84,0,65,48,6.26,FALSE,1984,17,0.096307692,2,Winter,0.01,7.957142857142857,46
2/16/84,0,62,52,17.67,FALSE,1984,10,0.28500000000000003,2,Winter,0.01,9.522857142857143,47
2/17/84,0,64,52,15.21,FALSE,1984,12,0.23765625,2,Winter,0,10.098571428571429,48
2/18/84,0,68,45,6.49,FALSE,1984,23,0.095441176,2,Winter,0,9.938571429,49
2/19/84,0,72,44,6.26,FALSE,1984,28,0.086944444,2,Winter,0,10.034285714285716,50
2/20/84,0,72,43,5.82,FALSE,1984,29,0.080833333,2,Winter,0,9.778571428571428,51
2/21/84,0,68,46,8.28,FALSE,1984,22,0.12176470588235293,2,Winter,0,9.427142857142856,52
2/22/84,0,65,52,7.83,FALSE,1984,13,0.12046153846153847,2,Winter,0,9.651428571428571,53
2/23/84,0,71,46,7.38,FALSE,1984,25,0.10394366197183098,2,Winter,0,8.181428571428572,54
2/24/84,0,63,47,6.71,FALSE,1984,16,0.10650793650793651,2,Winter,0,6.967142857142856,55
2/25/84,0,68,52,15.43,FALSE,1984,16,0.22691176470588234,2,Winter,0,8.244285714285713,56
2/26/84,0,73,47,5.82,FALSE,1984,26,0.079726027,2,Winter,0,8.181428571,57
2/27/84,0,79,50,8.05,FALSE,1984,29,0.1018987341772152,2,Winter,0,8.5,58
2/28/84,0,72,51,7.83,FALSE,1984,21,0.10875,2,Winter,0,8.435714285714285,59
2/29/84,0,68,49,6.71,FALSE,1984,19,0.098676471,2,Winter,0,8.275714285714285,60
3/1/84,0,65,51,7.38,FALSE,1984,14,0.11353846153846153,3,Spring,0,8.275714285714285,61
3/2/84,0,64,53,6.26,FALSE,1984,11,0.0978125,3,Spring,0,8.211428571428572,62
3/3/84,0,69,54,8.05,FALSE,1984,15,0.11666666666666668,3,Spring,0,7.157142857142857,63
3/4/84,0,66,56,6.26,FALSE,1984,10,0.094848485,3,Spring,0,7.220000000000001,64
3/5/84,0,70,50,7.61,FALSE,1984,20,0.10871428571428572,3,Spring,0,7.1571428571428575,65
3/6/84,0,75,49,7.61,FALSE,1984,26,0.10146666666666668,3,Spring,0,7.125714285714286,66
3/7/84,0,70,51,7.38,FALSE,1984,19,0.10542857142857143,3,Spring,0,7.221428571428572,67
3/8/84,0,66,51,8.95,FALSE,1984,15,0.1356060606060606,3,Spring,0,7.445714285714286,68
3/9/84,0,65,54,6.49,FALSE,1984,11,0.099846154,3,Spring,0,7.478571428571429,69
3/10/84,0,72,52,7.61,FALSE,1984,20,0.10569444444444445,3,Spring,0,7.4157142857142855,70
3/11/84,0,66,55,7.83,FALSE,1984,11,0.11863636363636364,3,Spring,0,7.64,71
3/12/84,0,68,54,9.17,FALSE,1984,14,0.1348529411764706,3,Spring,0,7.862857142857143,72
3/13/84,0,67,53,7.83,FALSE,1984,14,0.11686567164179104,3,Spring,0,7.894285714285714,73
3/14/84,0.14,65,56,12.3,FALSE,1984,9,0.18923076923076923,3,Spring,0.14,8.597142857142858,74
3/15/84,0,64,52,10.29,FALSE,1984,12,0.16078125,3,Spring,0.14,8.788571428571428,75
3/16/84,0,66,52,8.5,FALSE,1984,14,0.12878787878787878,3,Spring,0.14,9.075714285714286,76
3/17/84,0,72,50,9.17,FALSE,1984,22,0.12736111111111112,3,Spring,0.14,9.298571429,77
3/18/84,0,77,56,7.61,FALSE,1984,21,0.098831169,3,Spring,0.14,9.267142857142858,78
3/19/84,0,78,53,6.26,FALSE,1984,25,0.08025641,3,Spring,0.14,8.851428571428572,79
3/20/84,0,76,58,6.71,TRUE,1984,18,0.088289474,3,Spring,0.14,8.691428571428572,80
3/21/84,0,66,56,7.16,FALSE,1984,10,0.10848484848484849,3,Spring,0,7.957142857142856,81
3/22/84,0,69,54,8.05,FALSE,1984,15,0.11666666666666668,3,Spring,0,7.637142857142857,82
3/23/84,0,77,54,7.38,TRUE,1984,23,0.095844156,3,Spring,0,7.477142857142857,83
3/24/84,0,69,53,6.71,FALSE,1984,16,0.097246377,3,Spring,0,7.125714285714286,84
3/25/84,0,68,54,7.38,FALSE,1984,14,0.10852941176470587,3,Spring,0,7.0928571428571425,85
3/26/84,0,62,57,5.82,FALSE,1984,5,0.093870968,3,Spring,0,7.03,86
3/27/84,0,76,53,8.5,FALSE,1984,23,0.1118421052631579,3,Spring,0,7.285714285714286,87
3/28/84,0,78,56,8.72,FALSE,1984,22,0.1117948717948718,3,Spring,0,7.508571428571429,88
3/29/84,0,71,53,11.41,TRUE,1984,18,0.16070422535211268,3,Spring,0,7.988571428571428,89
3/30/84,0,68,50,8.05,FALSE,1984,18,0.11838235294117648,3,Spring,0,8.084285714285715,90
3/31/84,0,63,52,15.66,FALSE,1984,11,0.24857142857142858,3,Spring,0,9.362857142857143,91
4/1/84,0,63,48,10.07,FALSE,1984,15,0.15984126984126984,4,Spring,0,9.747142857142858,92
4/2/84,0,66,50,8.05,FALSE,1984,16,0.12196969696969698,4,Spring,0,10.065714285714288,93
4/3/84,0,66,50,7.83,FALSE,1984,16,0.11863636363636364,4,Spring,0,9.97,94
4/4/84,0,63,54,6.26,FALSE,1984,9,0.099365079,4,Spring,0,9.618571428571428,95
4/5/84,0,67,55,8.28,FALSE,1984,12,0.1235820895522388,4,Spring,0,9.171428571428573,96
4/6/84,0.87,66,53,10.51,FALSE,1984,13,0.15924242424242424,4,Spring,0.87,9.522857142857143,97
4/7/84,0,70,55,7.38,FALSE,1984,15,0.10542857142857143,4,Spring,0.87,8.34,98
4/8/84,0,65,55,6.93,FALSE,1984,10,0.10661538461538461,4,Spring,0.87,7.891428571428571,99
4/9/84,0,69,53,8.72,FALSE,1984,16,0.12637681159420291,4,Spring,0.87,7.987142857142857,100
4/10/84,0,67,53,7.38,FALSE,1984,14,0.11014925373134328,4,Spring,0.87,7.922857142857143,101
4/11/84,0,67,55,5.37,FALSE,1984,12,0.080149254,4,Spring,0.87,7.7957142857142845,102
4/12/84,0,73,53,5.14,TRUE,1984,20,0.070410959,4,Spring,0.87,7.347142857142856,103
4/13/84,0,76,56,7.61,TRUE,1984,20,0.10013157894736842,4,Spring,0,6.932857142857143,104
4/14/84,0,77,57,6.49,FALSE,1984,20,0.084285714,4,Spring,0,6.805714285714286,105
4/15/84,0,69,58,7.61,FALSE,1984,11,0.11028985507246378,4,Spring,0,6.902857142857143,106
4/16/84,0,75,55,8.05,TRUE,1984,20,0.10733333333333334,4,Spring,0,6.807142857142857,107
4/17/84,0,68,56,10.29,TRUE,1984,12,0.1513235294117647,4,Spring,0,7.222857142857143,108
4/18/84,0.04,66,55,10.29,TRUE,1984,11,0.15590909090909089,4,Spring,0.04,7.925714285714285,109
4/19/84,0.1,64,55,19.91,FALSE,1984,9,0.31109375,4,Spring,0.14,10.035714285714286,110
4/20/84,0,70,54,18.34,FALSE,1984,16,0.262,4,Spring,0.14,11.56857142857143,111
4/21/84,0,78,55,11.86,TRUE,1984,23,0.15205128205128204,4,Spring,0.14,12.335714285714285,112
4/22/84,0,83,54,8.5,TRUE,1984,29,0.10240963855421686,4,Spring,0.14,12.462857142857143,113
4/23/84,0,82,57,8.72,TRUE,1984,25,0.10634146341463416,4,Spring,0.14,12.558571428571428,114
4/24/84,0,71,58,10.29,TRUE,1984,13,0.1449295774647887,4,Spring,0.14,12.55857142857143,115
4/25/84,0,68,56,15.66,FALSE,1984,12,0.23029411764705882,4,Spring,0.1,13.325714285714286,116
4/26/84,0,62,52,16.78,FALSE,1984,10,0.2706451612903226,4,Spring,0,12.87857142857143,117
4/27/84,0.15,64,50,8.5,FALSE,1984,14,0.1328125,4,Spring,0.15,11.472857142857142,118
4/28/84,0,64,46,10.96,FALSE,1984,18,0.17125,4,Spring,0.15,11.344285714285714,119
4/29/84,0,66,52,9.4,FALSE,1984,14,0.14242424242424243,4,Spring,0.15,11.472857142857142,120
4/30/84,0,64,53,8.05,FALSE,1984,11,0.12578125,4,Spring,0.15,11.377142857142857,121
5/1/84,0,65,53,7.61,FALSE,1984,12,0.11707692307692308,5,Spring,0.15,10.994285714285713,122
5/2/84,0,67,56,8.72,FALSE,1984,11,0.13014925373134328,5,Spring,0.15,10.002857142857144,123
5/3/84,0,76,56,10.74,FALSE,1984,20,0.1413157894736842,5,Spring,0.15,9.14,124
5/4/84,0,71,56,11.63,FALSE,1984,15,0.16380281690140847,5,Spring,0,9.587142857142856,125
5/5/84,0,72,54,9.84,FALSE,1984,18,0.13666666666666666,5,Spring,0,9.427142857142858,126
5/6/84,0,71,55,8.28,TRUE,1984,16,0.11661971830985915,5,Spring,0,9.267142857142858,127
5/7/84,0,80,57,6.93,TRUE,1984,23,0.086625,5,Spring,0,9.107142857142858,128
5/8/84,0,92,59,7.83,TRUE,1984,33,0.085108696,5,Spring,0,9.138571428571428,129
5/9/84,0,80,60,8.05,FALSE,1984,20,0.100625,5,Spring,0,9.042857142857143,130
5/10/84,0,72,60,6.71,TRUE,1984,12,0.093194444,5,Spring,0,8.467142857142857,131
5/11/84,0,71,59,7.61,FALSE,1984,12,0.1071830985915493,5,Spring,0,7.892857142857143,132
5/12/84,0,74,61,7.61,TRUE,1984,13,0.10283783783783784,5,Spring,0,7.574285714285715,133
5/13/84,0,73,61,8.28,TRUE,1984,12,0.11342465753424656,5,Spring,0,7.574285714285714,134
5/14/84,0,69,55,10.74,FALSE,1984,14,0.15565217391304348,5,Spring,0,8.118571428571428,135
5/15/84,0,68,54,11.63,FALSE,1984,14,0.1710294117647059,5,Spring,0,8.661428571428571,136
5/16/84,0,72,55,8.28,FALSE,1984,17,0.11499999999999999,5,Spring,0,8.694285714285714,137
5/17/84,0,71,58,7.16,TRUE,1984,13,0.10084507042253521,5,Spring,0,8.758571428571429,138
5/18/84,0,73,58,7.16,FALSE,1984,15,0.098082192,5,Spring,0,8.694285714285716,139
5/19/84,0,74,61,7.61,TRUE,1984,13,0.10283783783783784,5,Spring,0,8.694285714285714,140
5/20/84,0,74,60,7.83,TRUE,1984,14,0.10581081081081081,5,Spring,0,8.629999999999999,141
5/21/84,0,70,61,7.61,TRUE,1984,9,0.10871428571428572,5,Spring,0,8.182857142857143,142
5/22/84,0,71,62,8.05,TRUE,1984,9,0.11338028169014086,5,Spring,0,7.671428571428572,143
5/23/84,0,70,62,7.83,TRUE,1984,8,0.11185714285714286,5,Spring,0,7.607142857142857,144
5/24/84,0,71,62,7.38,TRUE,1984,9,0.10394366197183098,5,Spring,0,7.638571429,145
5/25/84,0,72,61,8.28,TRUE,1984,11,0.11499999999999999,5,Spring,0,7.798571428571429,146
5/26/84,0,71,61,7.38,FALSE,1984,10,0.10394366197183098,5,Spring,0,7.765714285714286,147
5/27/84,0,74,62,7.16,FALSE,1984,12,0.096756757,5,Spring,0,7.670000000000001,148
5/28/84,0,75,62,8.28,TRUE,1984,13,0.1104,5,Spring,0,7.765714285714286,149
5/29/84,0,76,64,9.62,TRUE,1984,12,0.12657894736842104,5,Spring,0,7.99,150
5/30/84,0,77,64,8.95,TRUE,1984,13,0.11623376623376623,5,Spring,0,8.15,151
5/31/84,0,70,62,7.83,TRUE,1984,8,0.11185714285714286,5,Spring,0,8.214285714285714,152
6/1/84,0,73,62,9.17,TRUE,1984,11,0.12561643835616437,6,Summer,0,8.341428571,153
6/2/84,0,70,63,8.05,TRUE,1984,7,0.115,6,Summer,0,8.437142857142858,154
6/3/84,0,71,61,9.4,FALSE,1984,10,0.13239436619718312,6,Summer,0,8.757142857142856,155
6/4/84,0,71,61,8.5,FALSE,1984,10,0.11971830985915492,6,Summer,0,8.788571428571428,156
6/5/84,0,71,62,7.61,FALSE,1984,9,0.1071830985915493,6,Summer,0,8.501428571428571,157
6/6/84,0,71,61,9.4,TRUE,1984,10,0.13239436619718312,6,Summer,0,8.565714285714288,158
6/7/84,0,70,59,9.4,FALSE,1984,11,0.13428571428571429,6,Summer,0,8.790000000000001,159
6/8/84,0,71,58,8.28,FALSE,1984,13,0.11661971830985915,6,Summer,0,8.662857142857144,160
6/9/84,0,75,60,7.16,FALSE,1984,15,0.095466667,6,Summer,0,8.535714285714286,161
6/10/84,0,76,62,8.72,FALSE,1984,14,0.11473684210526316,6,Summer,0,8.438571428571429,162
6/11/84,0,73,62,8.5,FALSE,1984,11,0.11643835616438356,6,Summer,0,8.438571428571429,163
6/12/84,0,72,63,10.29,TRUE,1984,9,0.14291666666666666,6,Summer,0,8.821428571428571,164
6/13/84,0,71,61,10.07,TRUE,1984,10,0.14183098591549295,6,Summer,0,8.917142857142856,165
6/14/84,0,70,61,8.95,FALSE,1984,9,0.12785714285714284,6,Summer,0,8.852857142857143,166
6/15/84,0,70,62,10.29,FALSE,1984,8,0.147,6,Summer,0,9.139999999999999,167
6/16/84,0,70,60,9.4,TRUE,1984,10,0.13428571428571429,6,Summer,0,9.459999999999999,168
6/17/84,0,72,62,7.61,TRUE,1984,10,0.10569444444444445,6,Summer,0,9.301428571428572,169
6/18/84,0,73,63,8.72,FALSE,1984,10,0.11945205479452056,6,Summer,0,9.332857142857142,170
6/19/84,0,72,62,9.17,FALSE,1984,10,0.12736111111111112,6,Summer,0,9.172857142857143,171
6/20/84,0,72,62,9.17,FALSE,1984,10,0.12736111111111112,6,Summer,0,9.044285714285715,172
6/21/84,0,72,61,9.17,FALSE,1984,11,0.12736111111111112,6,Summer,0,9.075714285714286,173
6/22/84,0,73,60,8.05,TRUE,1984,13,0.11027397260273973,6,Summer,0,8.755714285714285,174
6/23/84,0,72,60,8.95,TRUE,1984,12,0.12430555555555554,6,Summer,0,8.691428571428572,175
6/24/84,0,86,61,9.17,TRUE,1984,25,0.10662790697674418,6,Summer,0,8.914285714285715,176
6/25/84,0,74,62,10.07,TRUE,1984,12,0.13608108108108108,6,Summer,0,9.107142857142858,177
6/26/84,0,72,61,9.17,TRUE,1984,11,0.12736111111111112,6,Summer,0,9.107142857142858,178
6/27/84,0,74,62,7.83,FALSE,1984,12,0.10581081081081081,6,Summer,0,8.915714285714285,179
6/28/84,0,75,63,7.83,TRUE,1984,12,0.1044,6,Summer,0,8.724285714285715,180
6/29/84,0,73,64,7.83,TRUE,1984,9,0.10726027397260274,6,Summer,0,8.692857142857143,181
6/30/84,0,76,62,9.84,TRUE,1984,14,0.12947368421052632,6,Summer,0,8.819999999999999,182
7/1/84,0,70,62,9.4,FALSE,1984,8,0.13428571428571429,7,Summer,0,8.852857142857143,183
7/2/84,0,75,64,9.62,TRUE,1984,11,0.12826666666666667,7,Summer,0,8.788571428571428,184
7/3/84,0,74,64,9.17,TRUE,1984,10,0.12391891891891892,7,Summer,0,8.788571428571428,185
7/4/84,0,73,64,9.4,TRUE,1984,9,0.12876712328767123,7,Summer,0,9.012857142857142,186
7/5/84,0,73,63,9.84,TRUE,1984,10,0.1347945205479452,7,Summer,0,9.299999999999999,187
7/6/84,0,71,62,8.28,TRUE,1984,9,0.11661971830985915,7,Summer,0,9.364285714285714,188
7/7/84,0,74,63,8.05,TRUE,1984,11,0.1087837837837838,7,Summer,0,9.108571428571429,189
7/8/84,0,75,63,8.72,TRUE,1984,12,0.11626666666666667,7,Summer,0,9.011428571,190
7/9/84,0,76,62,8.95,TRUE,1984,14,0.11776315789473683,7,Summer,0,8.915714285714285,191
7/10/84,0,78,62,8.5,TRUE,1984,16,0.10897435897435898,7,Summer,0,8.819999999999999,192
7/11/84,0,76,64,9.4,TRUE,1984,12,0.1236842105263158,7,Summer,0,8.82,193
7/12/84,0,75,64,9.17,TRUE,1984,11,0.12226666666666666,7,Summer,0,8.724285714285715,194
7/13/84,0,74,64,9.17,TRUE,1984,10,0.12391891891891892,7,Summer,0,8.851428571428572,195
7/14/84,0,85,66,8.28,TRUE,1984,19,0.097411765,7,Summer,0,8.884285714285713,196
7/15/84,0,86,68,8.5,FALSE,1984,18,0.098837209,7,Summer,0,8.852857142857143,197
7/16/84,0,86,70,8.72,TRUE,1984,16,0.10139534883720931,7,Summer,0,8.819999999999999,198
7/17/84,0,81,68,8.5,FALSE,1984,13,0.10493827160493827,7,Summer,0,8.819999999999999,199
7/18/84,0,79,68,8.05,TRUE,1984,11,0.1018987341772152,7,Summer,0,8.627142857142857,200
7/19/84,0,77,68,10.51,TRUE,1984,9,0.1364935064935065,7,Summer,0,8.818571428571428,201
7/20/84,0,75,67,9.84,FALSE,1984,8,0.1312,7,Summer,0,8.914285714285715,202
7/21/84,0,75,67,8.5,FALSE,1984,8,0.11333333333333333,7,Summer,0,8.945714285714287,203
7/22/84,0,76,69,7.83,FALSE,1984,7,0.10302631578947369,7,Summer,0,8.85,204
7/23/84,0,77,67,10.29,FALSE,1984,10,0.13363636363636364,7,Summer,0,9.074285714285715,205
7/24/84,0,74,65,10.07,TRUE,1984,9,0.13608108108108108,7,Summer,0,9.298571429,206
7/25/84,0,78,63,8.5,FALSE,1984,15,0.10897435897435898,7,Summer,0,9.362857142857141,207
7/26/84,0,82,67,7.38,FALSE,1984,15,0.09,7,Summer,0,8.915714285714285,208
7/27/84,0,83,68,8.05,FALSE,1984,15,0.096987952,7,Summer,0,8.66,209
7/28/84,0,77,67,8.72,FALSE,1984,10,0.11324675324675325,7,Summer,0,8.691428571428572,210
7/29/84,0,82,68,9.17,FALSE,1984,14,0.11182926829268293,7,Summer,0,8.882857142857143,211
7/30/84,0,77,67,9.84,TRUE,1984,10,0.1277922077922078,7,Summer,0,8.818571429,212
7/31/84,0,76,65,9.62,TRUE,1984,11,0.12657894736842104,7,Summer,0,8.754285714285714,213
8/1/84,0,75,65,8.5,TRUE,1984,10,0.11333333333333333,8,Summer,0,8.754285714285714,214
8/2/84,0,77,67,8.72,TRUE,1984,10,0.11324675324675325,8,Summer,0,8.945714285714287,215
8/3/84,0,76,66,6.71,FALSE,1984,10,0.088289474,8,Summer,0,8.754285714285714,216
8/4/84,0,76,65,8.05,TRUE,1984,11,0.10592105263157896,8,Summer,0,8.658571429,217
8/5/84,0,75,66,8.28,FALSE,1984,9,0.1104,8,Summer,0,8.531428571428572,218
8/6/84,0,75,65,7.83,FALSE,1984,10,0.1044,8,Summer,0,8.244285714285713,219
8/7/84,0,74,64,9.4,FALSE,1984,10,0.12702702702702703,8,Summer,0,8.212857142857143,220
8/8/84,0,72,63,9.17,FALSE,1984,9,0.12736111111111112,8,Summer,0,8.308571428571428,221
8/9/84,0,78,66,9.17,TRUE,1984,12,0.11756410256410256,8,Summer,0,8.372857142857143,222
8/10/84,0,83,68,7.83,TRUE,1984,15,0.094337349,8,Summer,0,8.532857142857143,223
8/11/84,0,78,67,8.05,FALSE,1984,11,0.10320512820512821,8,Summer,0,8.532857142857143,224
8/12/84,0,78,68,8.72,TRUE,1984,10,0.1117948717948718,8,Summer,0,8.595714285714285,225
8/13/84,0,77,67,9.4,TRUE,1984,10,0.12207792207792208,8,Summer,0,8.820000000000002,226
8/14/84,0,78,69,7.61,FALSE,1984,9,0.097564103,8,Summer,0,8.564285714285715,227
8/15/84,0.29,80,65,7.83,FALSE,1984,15,0.097875,8,Summer,0.29,8.372857142857143,228
8/16/84,0,79,65,9.4,FALSE,1984,14,0.11898734177215191,8,Summer,0.29,8.405714285714286,229
8/17/84,0,80,71,8.5,FALSE,1984,9,0.10625,8,Summer,0.29,8.501428571428573,230
8/18/84,0,83,71,7.83,TRUE,1984,12,0.094337349,8,Summer,0.29,8.47,231
8/19/84,0,79,71,8.28,TRUE,1984,8,0.10481012658227848,8,Summer,0.29,8.407142857142857,232
8/20/84,0,80,70,8.95,FALSE,1984,10,0.11187499999999999,8,Summer,0.29,8.342857142857143,233
8/21/84,0,78,69,10.07,TRUE,1984,9,0.1291025641025641,8,Summer,0.29,8.694285714285714,234
8/22/84,0,77,69,9.4,TRUE,1984,8,0.12207792207792208,8,Summer,0,8.918571428571429,235
8/23/84,0,78,64,8.05,FALSE,1984,14,0.10320512820512821,8,Summer,0,8.725714285714286,236
8/24/84,0,81,67,7.16,TRUE,1984,14,0.088395062,8,Summer,0,8.534285714285714,237
8/25/84,0,84,69,8.28,FALSE,1984,15,0.098571429,8,Summer,0,8.598571428571429,238
8/26/84,0,78,69,8.5,TRUE,1984,9,0.10897435897435898,8,Summer,0,8.629999999999999,239
8/27/84,0,78,67,9.4,TRUE,1984,11,0.12051282051282051,8,Summer,0,8.694285714285714,240
8/28/84,0,81,69,9.17,FALSE,1984,12,0.11320987654320988,8,Summer,0,8.565714285714288,241
8/29/84,0,84,71,8.05,TRUE,1984,13,0.095833333,8,Summer,0,8.372857142857143,242
8/30/84,0,82,71,7.61,TRUE,1984,11,0.092804878,8,Summer,0,8.31,243
8/31/84,0,81,71,8.05,FALSE,1984,10,0.099382716,8,Summer,0,8.437142857142858,244
9/1/84,0,82,69,8.05,FALSE,1984,13,0.098170732,9,Fall,0,8.404285714285715,245
9/2/84,0,79,68,7.38,FALSE,1984,11,0.093417722,9,Fall,0,8.244285714285715,246
9/3/84,0,79,67,7.83,FALSE,1984,12,0.099113924,9,Fall,0,8.02,247
9/4/84,0,87,70,6.71,TRUE,1984,17,0.077126437,9,Fall,0,7.668571428571428,248
9/5/84,0,94,73,6.71,TRUE,1984,21,0.071382979,9,Fall,0,7.477142857142858,249
9/6/84,0,94,72,7.61,TRUE,1984,22,0.080957447,9,Fall,0,7.477142857142858,250
9/7/84,0,93,71,7.61,FALSE,1984,22,0.081827957,9,Fall,0,7.4142857142857155,251
9/8/84,0,93,71,6.49,TRUE,1984,22,0.069784946,9,Fall,0,7.191428571428572,252
9/9/84,0,96,77,8.72,FALSE,1984,19,0.090833333,9,Fall,0,7.382857142857143,253
9/10/84,0.02,83,73,7.38,TRUE,1984,10,0.088915663,9,Fall,0.02,7.318571428571429,254
9/11/84,0.02,75,71,5.82,FALSE,1984,4,0.0776,9,Fall,0.04,7.191428571428572,255
9/12/84,0,79,72,8.05,FALSE,1984,7,0.1018987341772152,9,Fall,0.04,7.382857142857143,256
9/13/84,0,79,70,9.4,FALSE,1984,9,0.11898734177215191,9,Fall,0.04,7.638571428571429,257
9/14/84,0,78,70,8.5,FALSE,1984,8,0.10897435897435898,9,Fall,0.04,7.765714285714286,258
9/15/84,0,88,70,7.83,FALSE,1984,18,0.088977273,9,Fall,0.04,7.957142857142857,259
9/16/84,0,96,72,7.61,TRUE,1984,24,0.079270833,9,Fall,0.04,7.798571428571429,260
9/17/84,0,87,74,8.5,TRUE,1984,13,0.097701149,9,Fall,0.02,7.958571428571427,261
9/18/84,0,85,74,7.16,TRUE,1984,11,0.084235294,9,Fall,0,8.15,262
9/19/84,0,86,71,8.05,FALSE,1984,15,0.093604651,9,Fall,0,8.15,263
9/20/84,0,81,68,8.05,TRUE,1984,13,0.099382716,9,Fall,0,7.957142857142857,264
